run 40000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 9 9 9
Memory usage per processor = 3.8843 Mbytes
Step Time Lx Ly Lz Press Density Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
     810          810     67.62755     67.62755     67.62755    12.570546    2.4809949    34.999463   -14.164459    16.876636   -10161.933    148.37278   -10161.933    2354.2089    -7807.724 
     815          815    67.608648    67.608648    67.608648     38.47934    2.4830763    62.355374    8.9690393    44.113607   -10155.051    148.96826   -10155.051    2363.6573   -7791.3941 
     820          820    67.796064    67.796064    67.796064   -80.150595    2.4625405   -56.082413   -111.02398   -73.345388   -10129.823    148.64522   -10129.823    2358.5317   -7771.2915 
     825          825    67.671989    67.671989    67.671989    18.356261    2.4761104    44.272116   -15.750975    26.547641   -10132.609    149.67666   -10132.609    2374.8974   -7757.7119 
     830          830    67.590098    67.590098    67.590098    90.645588    2.4851214    118.12566    53.554517    100.25659   -10129.745    150.53377   -10129.745     2388.497   -7741.2478 
     835          835    67.856845    67.856845    67.856845   -83.652147    2.4559292   -57.068059   -120.78988   -73.098504   -10097.813     149.8259   -10097.813    2377.2653   -7720.5473 
     840          840    67.751963    67.751963    67.751963    1.0671756    2.4673523    28.998537   -38.931929    13.134919    -10098.64    150.75237    -10098.64    2391.9656   -7706.6745 
     845          845     67.68779     67.68779     67.68779    60.061796    2.4743767    88.912048    17.598842    73.674498   -10094.318    151.50548   -10094.318     2403.915   -7690.4025 
     850          850    67.858186    67.858186    67.858186   -45.398632    2.4557836   -17.461012   -87.967778   -30.767105    -10070.22    151.19847    -10070.22    2399.0437   -7671.1767 
     855          855    67.822295    67.822295    67.822295   -7.2935543    2.4596843    20.936094    -51.72646    8.9097031    -10063.91    151.80115    -10063.91    2408.6064   -7655.3036 
     860          860    67.758569    67.758569    67.758569    51.242077    2.4666308    79.766423    4.7885274     69.17128   -10059.299      152.533   -10059.299    2420.2185   -7639.0806 
     865          865    67.909083    67.909083    67.909083   -38.983367     2.450266   -11.846073   -85.065816   -20.038211   -10036.398    152.29559   -10036.398    2416.4516    -7619.946 
     870          870    67.902601    67.902601    67.902601   -20.712882    2.4509678    5.9403796   -67.875843  -0.20318367   -10027.138    152.75335   -10027.138    2423.7147   -7603.4234 
     875          875    67.706093    67.706093    67.706093     132.5915    2.4723706    159.86984    82.423658    155.48099   -10031.883     154.0795   -10031.883    2444.7566   -7587.1264 
     880          880    68.087507    68.087507    68.087507   -115.04894    2.4310536   -91.151873    -161.6945   -92.300431    -9988.898    152.79561    -9988.898    2424.3853   -7564.5127 
     885          885    67.987236    67.987236    67.987236   -35.599648    2.4418257   -12.040519    -83.79089   -10.967535   -9989.3214    153.66557   -9989.3214    2438.1888   -7551.1325 
     890          890    67.842127    67.842127    67.842127    78.696364    2.4575279    102.10582    28.535654    105.44762   -9991.1743    154.76927   -9991.1743    2455.7011   -7535.4733 
     895          895    68.030889    68.030889    68.030889   -36.440251    2.4371283   -15.280272   -84.638435   -9.4020459   -9965.1848    154.35203   -9965.1848    2449.0809    -7516.104 
     900          900    68.021027    68.021027    68.021027   -15.691419    2.4381885    4.3838971   -63.992964    12.534811   -9956.1068    154.83605   -9956.1068    2456.7606   -7499.3462 
     905          905    67.953016    67.953016    67.953016    44.954434    2.4455166    64.223245   -3.9260646    74.566121   -9951.7542     155.5992   -9951.7542    2468.8695   -7482.8848 
     910          910    68.079122    68.079122    68.079122   -25.953851    2.4319519   -8.4492659   -73.112758    3.7004695   -9930.7893    155.47857   -9930.7893    2466.9555   -7463.8338 
     915          915    68.086177    68.086177    68.086177   -16.423717    2.4311961 -0.068169814   -63.010456    13.807473   -9920.2107    155.90053   -9920.2107    2473.6506   -7446.5601 
     920          920    67.999977    67.999977    67.999977    56.289425    2.4404535    71.911726     9.483918    87.472631   -9917.4348     156.7623   -9917.4348    2487.3243   -7430.1105 
     925          925    68.182936    68.182936    68.182936    -51.50981    2.4208603   -37.710377   -95.554962   -21.264091   -9891.3677    156.39133   -9891.3677    2481.4381   -7409.9296 
     930          930    68.193689    68.193689    68.193689   -44.342634    2.4197153   -31.584872   -87.256107   -14.186923   -9880.5104    156.79889   -9880.5104    2487.9048   -7392.6056 
     935          935    67.950888    67.950888    67.950888    135.28537    2.4457464    147.90113    91.241833    166.71314   -9889.7174    158.40225   -9889.7174    2513.3451   -7376.3723 
     940          940    68.277081    68.277081    68.277081   -69.491511      2.41086   -58.894386   -109.02406   -40.556091   -9852.6293    157.36397   -9852.6293    2496.8708   -7355.7585 
     945          945     68.22087     68.22087     68.22087   -19.062606    2.4168242   -9.2067889   -57.507061    9.5260333   -9848.1735     158.0847   -9848.1735    2508.3066   -7339.8669 
     950          950    68.123431    68.123431    68.123431    60.418441    2.4272096    69.665538    22.951497    88.638288   -9846.2395    159.01264   -9846.2395    2523.0301   -7323.2094 
     955          955    68.297887    68.297887    68.297887   -39.781708    2.4086573   -31.837985    -73.90296   -13.604179   -9820.7517    158.66912   -9820.7517    2517.5795   -7303.1722 
     960          960    68.276651    68.276651    68.276651   -11.481183    2.4109056   -4.2943838   -43.689856    13.540691     -9812.56    159.22599     -9812.56    2526.4152   -7286.1448 
     965          965    68.197331    68.197331    68.197331    55.805174    2.4193276     62.37213    25.262097    79.781296   -9808.8436     160.0625   -9808.8436    2539.6879   -7269.1557 
     970          970    68.378405    68.378405    68.378405   -46.986653    2.4001585   -41.568623   -74.064422   -25.326914    -9782.195    159.67232    -9782.195    2533.4971   -7248.6979 
     975          975    68.339743    68.339743    68.339743    -7.403177    2.4042344   -2.6755013   -32.339291    12.805261   -9775.3318    160.29669   -9775.3318    2543.4038   -7231.9279 
     980          980    68.236831    68.236831    68.236831     75.69324    2.4151287    79.828613    52.724276     94.52683   -9772.9878    161.23302   -9772.9878    2558.2605   -7214.7273 
     985          985    68.526749    68.526749    68.526749   -94.290211    2.3846049    -91.36414   -113.53279   -77.973706   -9735.4283     160.3114   -9735.4283    2543.6373    -7191.791 
     990          990    68.394738    68.394738    68.394738    3.2862577    2.3984394    5.6228163   -14.008751    18.244708   -9737.6502    161.34893   -9737.6502    2560.0995   -7177.5506 
     995          995    68.270513    68.270513    68.270513    100.94642    2.4115558    102.64575    85.740582    114.45292   -9736.1615     162.3808   -9736.1615    2576.4721   -7159.6894 
    1000         1000    68.554347    68.554347    68.554347   -65.723158    2.3817261    -64.98809   -77.817829   -54.363554   -9700.0611    161.45303   -9700.0611    2561.7513   -7138.3097 
    1005         1005    68.451558    68.451558    68.451558    14.193074    2.3924718    14.280212    4.2246687    24.074341   -9698.5472    162.34998   -9698.5472    2575.9831   -7122.5641 
    1010         1010    68.453461    68.453461    68.453461    28.989302    2.3922722    28.394096    21.259991     37.31382   -9686.7767    162.75865   -9686.7767    2582.4674   -7104.3094 
    1015         1015    68.587291    68.587291    68.587291   -39.182808    2.3782958   -40.401235   -44.739483   -32.407707   -9662.8878    162.53036   -9662.8878    2578.8452   -7084.0426 
    1020         1020    68.518198    68.518198    68.518198    19.960098    2.3854978    18.182907    16.408381    25.289006    -9657.629    163.26224    -9657.629    2590.4578   -7067.1711 
    1025         1025     68.53802     68.53802     68.53802    23.572487    2.3834287    21.325512    21.872562    27.519386   -9644.1147    163.57983   -9644.1147     2595.497   -7048.6177 
    1030         1030    68.701106    68.701106    68.701106   -61.082498    2.3664953     -63.6734   -61.245914    -58.32818   -9616.9945    163.20624   -9616.9945    2589.5692   -7027.4253 
    1035         1035    68.528809    68.528809    68.528809    62.197942    2.3843899    59.302188    63.809303    63.482336   -9620.8454     164.4303   -9620.8454    2608.9912   -7011.8542 
    1040         1040    68.612551    68.612551    68.612551    25.294936      2.37567    22.223781    28.184419     25.47661    -9602.005    164.45401    -9602.005    2609.3675   -6992.6375 
    1045         1045     68.86644     68.86644     68.86644   -111.58903    2.3494918   -114.66878   -107.99267   -112.10565   -9565.1082    163.63963   -9565.1082    2596.4458   -6968.6624 
    1050         1050    68.579444    68.579444    68.579444     79.14558    2.3791123    75.982855    84.456396    76.997488   -9580.6068     165.4311   -9580.6068    2624.8707   -6955.7361 
    1055         1055     68.74231     68.74231     68.74231   -6.7368556    2.3622424   -9.7321467   -0.9360128   -9.5424074   -9555.1207    165.07483   -9555.1207    2619.2178   -6935.9029 
    1060         1060    68.813261    68.813261    68.813261   -33.746615     2.354943   -36.571912   -27.365474    -37.30246   -9536.7671    165.15525   -9536.7671    2620.4938   -6916.2733 
    1065         1065     68.70551     68.70551     68.70551    48.068344    2.3660402     45.45843    55.384287    43.362314   -9534.9395    166.11205   -9534.9395    2635.6754   -6899.2642 
    1070         1070    68.845075    68.845075    68.845075   -21.507856    2.3516798   -23.808752   -14.131625   -26.583191    -9511.027    165.88852    -9511.027    2632.1286   -6878.8984 
    1075         1075    68.875186    68.875186    68.875186   -24.001362    2.3485968   -25.959842   -16.333321   -29.710923   -9496.9844    166.19344   -9496.9844    2636.9666   -6860.0178 
    1080         1080     68.75679     68.75679     68.75679    63.836006    2.3607503    62.254981    72.170366    57.082673   -9496.2302    167.24183   -9496.2302    2653.6013   -6842.6288 
    1085         1085    68.982377    68.982377    68.982377   -56.655972    2.3376654   -57.884748   -48.859478   -63.223689   -9464.7278    166.63683   -9464.7278     2644.002   -6820.7258 
    1090         1090    68.923656    68.923656    68.923656   -7.2324327    2.3436454   -8.0713505   0.89308669   -14.519034    -9459.938    167.41061    -9459.938    2656.2794   -6803.6586 
    1095         1095    68.792763    68.792763    68.792763    88.023451    2.3570488     87.54853    96.727683     79.79414    -9460.293    168.57795    -9460.293    2674.8014   -6785.4916 
    1100         1100    69.114723    69.114723    69.114723   -88.566994    2.3242622   -88.759538   -80.889902   -96.051541   -9420.2455    167.54037   -9420.2455    2658.3382   -6761.9073 
    1105         1105    68.938793    68.938793    68.938793    28.136495     2.342102    28.261342    36.523848    19.624294   -9427.7419    168.94193   -9427.7419    2680.5766   -6747.1653 
    1110         1110    68.978032    68.978032    68.978032    19.134052    2.3381073    19.451888    27.506219    10.444047   -9414.3715    169.32314   -9414.3715    2686.6252   -6727.7463 
    1115         1115     69.08247     69.08247     69.08247   -28.020191    2.3275191   -27.600102   -19.860918   -36.599555   -9394.9998     169.3898   -9394.9998    2687.6828   -6707.3169 
    1120         1120    69.020861    69.020861    69.020861    22.156418    2.3337574    22.630131    30.760515    13.078609   -9391.3504    170.28797   -9391.3504     2701.934   -6689.4164 
    1125         1125    69.080782    69.080782    69.080782   0.87494955    2.3276897    1.2640307    9.5416411   -8.1808231   -9376.5313    170.60371   -9376.5313    2706.9437   -6669.5876 
    1130         1130    69.147154    69.147154    69.147154   -23.783957    2.3209933   -23.607266   -14.992002   -32.752604   -9361.1092    170.89084   -9361.1092    2711.4997   -6649.6095 
    1135         1135    69.061084    69.061084    69.061084     40.40395     2.329682    40.314113     49.96185    30.935887   -9359.8394    171.94498   -9359.8394    2728.2255   -6631.6139 
    1140         1140    69.206658    69.206658    69.206658    -30.45311    2.3150117   -30.976691   -20.914884   -39.467755   -9337.2931     171.8588   -9337.2931    2726.8581    -6610.435 
    1145         1145    69.232875    69.232875    69.232875   -31.729931    2.3123828   -32.751864   -21.693922   -40.744008    -9325.781    172.35461    -9325.781     2734.725    -6591.056 
    1150         1150    69.033826    69.033826    69.033826    99.308537    2.3324427    97.649317    110.81796    89.458339   -9333.9451     174.0004   -9333.9451    2760.8385   -6573.1066 
    1155         1155    69.370746    69.370746    69.370746   -81.216456    2.2986229   -83.480698   -70.327402   -89.841269   -9293.6621     172.9511   -9293.6621    2744.1895   -6549.4726 
    1160         1160    69.214399    69.214399    69.214399    20.177875     2.314235    17.148789    32.457604    10.927233   -9300.3219    174.36409   -9300.3219    2766.6092   -6533.7126 
    1165         1165    69.209162    69.209162    69.209162    37.304601    2.3147605    33.485734    50.424157    28.003913   -9291.4478    175.03658   -9291.4478    2777.2795   -6514.1683 
